image,phase,ref_r,ref_g,ref_b,gain_r,gain_g,gain_b,reference_px,clipped_after,green_fraction,green_largest_blob_px,sha256
img_024355.jpg,floating,106.0,130.0,181.0,1.7264,1.0462,0.5635,1348124,0.055573,0.000962,78,a00e56fbbf302824b0c9e6c1f8bcbc901ac2d00f98e68fe19f0a8096d71fd453
img_024415.jpg,floating,104.0,130.0,181.0,1.7596,1.0462,0.5635,1347840,0.059011,0.000959,112,d99d894f9b3ec34972bdfa9390dd072d3d84c8d66ab17322ecff7621e997f58a
img_024475.jpg,floating,104.0,129.0,180.0,1.7596,1.0543,0.5667,1346650,0.059414,0.00121,288,1b423c8d21b583a383b5048cb5473eadbfea8a21db464d3e1cd6e3c7eaf35e8e
img_024535.jpg,floating,196.0,191.0,208.0,0.9337,0.712,0.4904,25430,0.0,0.000145,49,7d39cbea303eef2d68ece46cfa0b6be3d3e8c96f495839db0a3b75feef57234f
img_024595.jpg,floating,192.0,189.0,209.0,0.9531,0.7196,0.488,23871,0.0,0.000178,18,45e94d8cf709c69442f8e14461be79133fdae2054181d96b2514666322f01f64
img_024656.jpg,floating,194.0,192.0,205.0,0.9433,0.7083,0.4976,52175,0.0,0.00012,31,9d84778399af237c9b53d300c60b1f84a25be48ee5b4bd421106c4cf696cd2b3
img_024716.jpg,floating,191.0,188.0,199.0,0.9581,0.7234,0.5126,108077,0.0,5.7e-05,12,9b3fc41bf65f261b4ee11993659cdd7e4ea849119abda6f41936a29773a68fe6
img_024776.jpg,floating,191.0,189.0,201.0,0.9581,0.7196,0.5075,114513,0.0,0.000138,47,3d182ff9625ade68e6a5e9dcb8e0ff4d7cd6fd60a7d0ef9ff845193a62b804f5
img_024836.jpg,floating,191.0,187.0,201.0,0.9581,0.7273,0.5075,138711,0.0,0.000101,13,370d7d79f35fc4d1a2690b64f78bdf2979002eed6e06468a92df6fda399ad5e9
img_024896.jpg,floating,190.0,187.0,201.0,0.9632,0.7273,0.5075,119453,0.0,0.000179,24,f07512426f389e44055f1e7d68bf29e76579116d9afaa49771e6f29e626e418e
img_024956.jpg,floating,190.0,187.0,201.0,0.9632,0.7273,0.5075,91577,0.0,0.000129,20,8a61cc58a83a63044c339782fae3928501f133bc098455c2a41f929de15453a4
img_025016.jpg,floating,190.0,187.0,201.0,0.9632,0.7273,0.5075,72628,0.0,0.000223,24,6bd039fff08132c1e1b5f6166cfe15c63e291b8dbb5cba2ef1e977df2cc9e4a6
img_025076.jpg,floating,190.0,187.0,201.0,0.9632,0.7273,0.5075,60190,0.0,0.000271,42,8f9d38a5b9e398d76dafdb30cd3be245fcc176b83665d38057bfd8bed935ff3e
img_025136.jpg,floating,189.0,186.0,201.0,0.9683,0.7312,0.5075,45621,0.0,0.000292,41,4a4c7531e2ce5d1d0ad9cf8d13e03b4b5fb0d6f379e81e3400146d936dfcb181
img_025196.jpg,floating,189.0,186.0,201.0,0.9683,0.7312,0.5075,36146,0.0,0.000171,16,7c4d5f17cd24e8092c7127ae93bc5ff14bef019ab9bb73fb280fa789a5692813
img_025256.jpg,floating,114.0,139.0,185.0,1.6053,0.9784,0.5514,1352302,0.042912,0.001369,233,9cfbbe5e4dbdbf63fbc5eb8ddb6b15cb93cb7bc10d1eab3fe5f4204bd1ec7339
img_025316.jpg,floating,111.0,137.0,184.0,1.6486,0.9927,0.5543,1353729,0.043795,0.001102,125,bcfde276437f54079407559b4193ab8eeee4cc49a001bcc39313a88d15fd439c
img_025376.jpg,floating,118.0,143.0,188.0,1.5508,0.951,0.5426,1350612,0.038856,0.000418,77,91e8e8a3fed421d608579c38cdf7f385d81ee3763a655a6368e4806134cd5510
img_025436.jpg,floating,195.0,190.0,207.0,0.9385,0.7158,0.4928,44986,0.0,0.000482,67,79158fdd494fad2599d6e54433e2641a55034b65b0fcdf347a7dc294d05d0f51
img_025496.jpg,floating,194.0,190.0,209.0,0.9433,0.7158,0.488,58723,0.0,0.000448,65,024896b6f4bc0c88e50716504cc704496bcbf7a7df0b3c185d715767c60a5514
img_025556.jpg,floating,190.0,187.0,207.0,0.9632,0.7273,0.4928,84849,0.0,0.000247,78,a47bd0f2e9e9144afaa1a5a5bb819d063ec4a385f4cc641ead556303736fa15b
img_025616.jpg,floating,190.0,186.0,207.0,0.9632,0.7312,0.4928,83024,0.0,0.000428,31,6bb6d44714348f748bbabb23fdcf78f19fde2bd7d66b667e705877f04b9e5409
img_025676.jpg,floating,194.0,190.0,209.0,0.9433,0.7158,0.488,52760,0.0,0.000418,84,818fda8395a1de17678e4e8008b77714052fea346df1495a512e3fc835e65121
img_002742.jpg,launching,109.0,103.0,103.0,1.6789,1.3204,0.9903,921083,0.109028,0.000188,67,199536195b73181c64af8795136b41bcd164b024144ab8a5b0d5c32ab529e2c4
img_002802.jpg,launching,114.0,114.0,114.0,1.6053,1.193,0.8947,564000,0.088543,0.023552,11392,fcc356307b5870d6c05adfd3fb7bb2d4c7047ad0bc9b9e614baeba9b24d41aad
img_002862.jpg,launching,142.0,124.0,121.0,1.2887,1.0968,0.843,812872,0.035749,0.017582,1390,97544ef9db7b5266b65875bfa38130b15ed7d39deb3e786e007b22e909809fd4
img_002922.jpg,launching,144.0,122.0,123.0,1.2708,1.1148,0.8293,1122733,0.019575,0.006141,542,68ee6647a483e9ae879109246acd524aae65b36c6b82e1465910be84ab5be387
img_002982.jpg,launching,136.0,124.0,132.0,1.3456,1.0968,0.7727,1147190,0.016511,0.010742,890,73a716d2b734d90f682f3fa594344a28871f728d061cd60ee5593da348a42171
img_003042.jpg,launching,136.0,121.0,130.0,1.3456,1.124,0.7846,1178990,0.026364,0.016252,3530,d1e25a7354eede40792055e612b20de2570876d97fb1f970e4a297c963325aef
img_003102.jpg,launching,143.0,125.0,137.0,1.2797,1.088,0.7445,1216003,0.01958,0.00027,25,0c4ed3f812f675a51846fd499458162a9bf90e0e15930364d1b0f68d92bbb46d
img_003162.jpg,launching,130.0,117.0,135.0,1.4077,1.1624,0.7556,1162848,0.026895,0.002914,489,d3a92f55587b4b43630967d9572e11fbab032908e62de0b34c483338cbcaf990
img_003222.jpg,launching,132.0,121.0,139.0,1.3864,1.124,0.7338,1106215,0.0175,0.002775,207,56f7f38fa11f753d0b966cddcbf494587111e6cc109f725a5e604bd967fe8ecd
img_003282.jpg,launching,138.0,126.0,141.0,1.3261,1.0794,0.7234,1076963,0.012425,0.004008,319,56f6ac4a8900ecc0b209355acf69677412a458355446512c7cf12cfb623def21
img_003342.jpg,launching,144.0,134.0,152.0,1.2708,1.0149,0.6711,1161276,0.009464,0.000748,103,87a5b73ad7773109e84eb73d1c84993154129963ad066576b640f5893ee7e4f3
img_003402.jpg,launching,142.0,129.0,144.0,1.2887,1.0543,0.7083,1011895,0.006929,0.002271,259,f089fdc8b3553045c9f4a0060759eff82e0a61fbc5f84b28be1615b3a67f0825
img_003462.jpg,launching,143.0,130.0,144.0,1.2797,1.0462,0.7083,952075,0.004688,0.000364,61,ad919b263f4e9fb976d92de077638e43a25251dd80130fae6819306800a376d9
img_003522.jpg,launching,144.0,130.0,147.0,1.2708,1.0462,0.6939,1056195,0.008517,0.000747,110,7db30104c492bb325653e5c3695f7c28afd6acdc785d86b4555a40739a6c5620
img_003582.jpg,launching,134.0,123.0,144.0,1.3657,1.1057,0.7083,1052693,0.012308,0.004052,586,b82ad5b2a676fed4fb67c200997b3c6a5a76bac397bbe178cec545a8eed55fa8
img_003642.jpg,launching,144.0,132.0,148.0,1.2708,1.0303,0.6892,1177885,0.00873,0.000467,114,22e87fef48535b4cb21bf2e3bea288caef14f0c0d59bfa46f776d7114e6de21a
img_003702.jpg,launching,135.0,125.0,145.0,1.3556,1.088,0.7034,1046184,0.012441,0.003164,428,24ed522b3432295e860a5c20093ce39c2af64d0adab3c1f73fc87c84a00ce555
img_003762.jpg,launching,140.0,128.0,150.0,1.3071,1.0625,0.68,1157594,0.010888,0.002144,265,f382570a87baf2e5fb200613bb7bf71f6a76d1b3f4fb270ccd73443ebc69b6a8
img_003822.jpg,launching,154.0,138.0,159.0,1.1883,0.9855,0.6415,1124394,0.004556,0.001102,200,1a0c5af886bf24296875302d00f3c6572ab7cbe7b5fb9176a35dbdd019d11111
img_003882.jpg,launching,141.0,127.0,145.0,1.2979,1.0709,0.7034,1007306,0.013261,0.00165,574,a4bfcc74e1f1c3cbcc88e565ca7024e4321de48ea6408883012faf238070d89a
img_003942.jpg,launching,141.0,127.0,147.0,1.2979,1.0709,0.6939,933998,0.017304,0.001557,150,beae00566a41474d352922e324339036b4fc78fb611f84c7a535a81298f28fd3
img_004002.jpg,launching,155.0,141.0,166.0,1.1806,0.9645,0.6145,1027761,0.010589,0.001102,44,d6649996c6777fcdd191e2a27ad785fea2f276eba38acd478f80adbb67eda456
img_004062.jpg,launching,159.0,146.0,175.0,1.1509,0.9315,0.5829,996820,0.012013,0.001265,37,54f8dcac31672212a7629427715164770bba1ec5ef305c4eed4a377d80717b37
img_004122.jpg,launching,144.0,130.0,153.0,1.2708,1.0462,0.6667,1128305,0.011467,0.001286,125,192d1166e6fa0e39d8fa3723a62bbe2439808e1e3277bb3ad23fa380835045e9
img_004182.jpg,launching,146.0,133.0,159.0,1.2534,1.0226,0.6415,1079731,0.006218,0.000754,33,4e81831ab69b7d51a6799548c74fb0b8bb13a3438ae0c0a5f6fe9a4108770b61
img_004242.jpg,launching,146.0,129.0,156.0,1.2534,1.0543,0.6538,817771,0.011996,0.003673,116,33b72c2321d5ccb6a0098cff27cf51f5a1ed32fa8446000acda82193ffc485d8
img_004302.jpg,launching,141.0,127.0,152.0,1.2979,1.0709,0.6711,1045615,0.020537,0.001437,220,6bc9fff5eca3a7c244a43e11b9b3129e516dbe4aa14f9fb18a5ab252b257e4a9
img_004362.jpg,launching,139.0,122.0,144.0,1.3165,1.1148,0.7083,1045836,0.019134,0.002702,192,9a7c897b5f438746e8c959908a556a779d59b49d594b8296d66f710434f5d6dc
img_004422.jpg,launching,141.0,124.0,148.0,1.2979,1.0968,0.6892,1073730,0.014777,0.002482,70,59eafeb3f6797705539a73c607d7b85d17d6680960e5dd9ec03cc48da3789095
img_004482.jpg,launching,142.0,125.0,151.0,1.2887,1.088,0.6755,956391,0.015995,0.003714,240,283a544eb9d1e8f68cc7e6ef04c429d03434bd374405046ec554140752f90881
img_004542.jpg,launching,148.0,129.0,151.0,1.2365,1.0543,0.6755,675189,0.013672,0.003021,82,13a3f76f0918c89edab65851090487b064ca5eed0b61f4c7fcdbb3b1ebe5008d
img_004602.jpg,launching,144.0,130.0,157.0,1.2708,1.0462,0.6497,545826,0.015755,0.003579,138,24fda800e8245971c76f09c2ac0ae7551da1838774e4d6f379d62706950ae029
img_004662.jpg,launching,136.0,123.0,158.0,1.3456,1.1057,0.6456,507331,0.023069,0.012532,1225,519214b413512e5a14ae44ea95a12a35f5b52356627e161c7096b346cfa66923
img_004722.jpg,launching,143.0,130.0,168.0,1.2797,1.0462,0.6071,762834,0.026978,0.004346,86,8c1350954b9470d8e0f84c4e9a9311423b35efb21cd45803061ef949ec19e6e3
img_004782.jpg,launching,148.0,135.0,174.0,1.2365,1.0074,0.5862,803024,0.02343,0.003944,67,053f0f4b9e26b24b996dd12f751e19168c9508dab91189c266339c9cc6c758c4
img_004842.jpg,launching,153.0,141.0,181.0,1.1961,0.9645,0.5635,738708,0.015776,0.003809,559,5f648f5c6193f1384d150b72a0e98ccfecc4418db68f845642532d749074e1e1
img_004902.jpg,launching,154.0,141.0,182.0,1.1883,0.9645,0.5604,691259,0.015662,0.00473,560,8a39d2e6f12aae341e2955377af11598f784f97d9ce1d1d23094d53d3a695bb7
img_004962.jpg,launching,156.0,143.0,185.0,1.1731,0.951,0.5514,682674,0.015621,0.004655,208,10a6cc880c925822303471d6275ca0aaa2c5a8cb0bad80988c77b0c9abb16a4e
img_005022.jpg,launching,153.0,141.0,184.0,1.1961,0.9645,0.5543,689181,0.019214,0.004285,182,4f80944e251c908f586cf898f0db94b588b4ef13b23c410b945fa7852847b298
img_005084.jpg,launching,124.0,113.0,157.0,1.4758,1.2035,0.6497,542426,0.029777,0.010788,807,38c8d958f7e60944b6e985c503d2ab305624575b9a6e602631a547939eaa332e
img_005144.jpg,launching,151.0,135.0,179.0,1.2119,1.0074,0.5698,819076,0.026107,0.011317,1858,55baf4f9a18fcab72089b56f84a1b0d58f2b38e52b418aec4f6b602b768dbe75
img_005204.jpg,launching,135.0,127.0,167.0,1.3556,1.0709,0.6108,595442,0.030029,0.005916,201,db9a386217963e4d955797df2c0e4260b74a3455ca80ebb223795577140372ef
img_005264.jpg,launching,134.0,124.0,160.0,1.3657,1.0968,0.6375,742563,0.009033,0.005239,707,de457260ee0a4539ade9f1654e0d0dcaaaa26bb37ece9e46b7b89a81a3bdd2f2
img_005324.jpg,launching,122.0,113.0,145.0,1.5,1.2035,0.7034,767710,0.003619,0.001058,56,4ac52a7d727445db4f0cd6ae8e3c62ce79d2186444fd85294291b4916d7c8abd
img_005384.jpg,launching,136.0,125.0,161.0,1.3456,1.088,0.6335,991856,0.027282,0.000897,31,672231e72dba0f30504994e55810f5a5000575ce284898f6b5c85f73b75c541d
img_005444.jpg,launching,134.0,123.0,154.0,1.3657,1.1057,0.6623,724398,0.004553,0.005365,250,1028d3bf93ebc3df7cc03061f4b4b441b06b4b07de0ac167eb6dd935c71b47f2
img_005504.jpg,launching,128.0,117.0,152.0,1.4297,1.1624,0.6711,709740,0.001988,0.00076,72,38ff2a25ea08f68dfc0ff7fb055bc5d7198be3077dd19ee0ce09232658e0d685
img_005564.jpg,launching,130.0,119.0,154.0,1.4077,1.1429,0.6623,829892,0.002867,0.000915,44,b99adfd42e280af8a38dc27969304688a3106ac23b153a399fb401ede640df55
img_005624.jpg,launching,130.0,119.0,154.0,1.4077,1.1429,0.6623,681852,0.002051,0.000961,56,968004d3dacf442b4e5680b0c6b4f8ea4390f14a04a175f07d4645c6325a8492
img_005684.jpg,launching,145.0,133.0,171.0,1.2621,1.0226,0.5965,910404,0.014962,0.002449,160,a57a9d95375cc88b8a3ac471ad8faade4e355291d837f35bf2a6a931cabbe4fe
img_005744.jpg,launching,143.0,132.0,168.0,1.2797,1.0303,0.6071,995767,0.017221,0.00062,70,714996d019a098f485b4b80fbb854b70f62fa5a3c17a4d16f8c9c43ca96baabb
img_005804.jpg,launching,143.0,131.0,164.0,1.2797,1.0382,0.622,751314,0.005589,0.005686,453,f069379eb26207bd2342a1209ef340bc537c1c5ebbc5666752e71bc21ed375ac
img_005864.jpg,launching,138.0,126.0,159.0,1.3261,1.0794,0.6415,786017,0.00499,0.006762,305,ac08ad72cb3a57acb1c5ea7b9c07bea0ac8b19a99a4de4dd8a582a035767fac6
img_005924.jpg,launching,137.0,126.0,163.0,1.3358,1.0794,0.6258,789558,0.0055,0.001345,90,5295a299b385ccd7fe761e69af5aa6753b89999ea84f7ffe137998ca7da96bef
img_005984.jpg,launching,147.0,136.0,171.0,1.2449,1.0,0.5965,873088,0.010511,0.002813,196,d40e3973b55a8814585436fa251379802f6121fc618b614bb6faed7d8c04782e
img_006044.jpg,launching,134.0,122.0,157.0,1.3657,1.1148,0.6497,828070,0.004509,0.006036,436,763220bb02f1fde617dc8086e6b14dab81be035fee5df8ab78a5a881c23bfb82
img_006104.jpg,launching,138.0,128.0,165.0,1.3261,1.0625,0.6182,787635,0.00674,0.001392,77,7d7d6bdbfc7899f9ebde2455bbe756c7138f3c0017128e04f456cc93d016cd27
img_006164.jpg,launching,138.0,127.0,164.0,1.3261,1.0709,0.622,684253,0.003661,0.00156,73,552f5d43fea9071e201fd51c8bdbe2b3c2634164eca22b86cb06fc939fd6e2c8
img_006224.jpg,launching,134.0,123.0,157.0,1.3657,1.1057,0.6497,811333,0.004497,0.003865,421,800198abc902e22682899d27920a5748850bcb6cc832026330334f30414467d1
img_006284.jpg,launching,152.0,140.0,176.0,1.2039,0.9714,0.5795,862023,0.010884,0.005769,446,fdf3838a30c3733f0ce54aaf57e9d0ab69d4783137c27c99c33f7995fb1e4d51
img_006344.jpg,launching,138.0,127.0,161.0,1.3261,1.0709,0.6335,730042,0.002696,0.000605,42,6866d35f87d4b650f0ed68c2be161df1efc518e32c55563013dfb0a111457a0e
img_006404.jpg,launching,128.0,119.0,154.0,1.4297,1.1429,0.6623,1038073,0.017344,0.000957,72,fcb3091a6ca2b2a365c7092a26886b65f0952362abc7c994ef2e5611dfead281
img_006464.jpg,launching,140.0,128.0,161.0,1.3071,1.0625,0.6335,826960,0.004489,0.006483,334,c3cb5e84655b96096001ddb8765d112a39b18a2e802d3611382f17cb839e5033
img_006524.jpg,launching,139.0,126.0,159.0,1.3165,1.0794,0.6415,1161669,0.02167,0.000859,103,53c7ea003f847faafd0558409c2c2d8aa2d9b5821fc60ee618775f0d7c9932e9
img_006584.jpg,launching,142.0,131.0,165.0,1.2887,1.0382,0.6182,814447,0.007901,0.001453,53,2510b8e67489f532d7e1ade09380544d37178470b1f8da28840bf70499f74464
img_006644.jpg,launching,141.0,130.0,162.0,1.2979,1.0462,0.6296,787345,0.005616,0.001118,97,9c108d7225c495f683cd328782a905aa9da08dc4f12618e5871f2bb7de5470b8
img_006704.jpg,launching,120.0,113.0,142.0,1.525,1.2035,0.7183,862822,0.006195,0.008258,544,013cfc2580b23441f7293755e2514a8d79546fd5313f436ae41c452de00116c0
img_006764.jpg,launching,139.0,126.0,155.0,1.3165,1.0794,0.6581,852296,0.02638,0.007645,1035,14629b52ab22dc6f3a609cf9ca149295f28496d165790327873702d52faed186
